,File_name,MissingFrames_per_min,Blink_per_min,blink_duration_per_min,Perclose_per_min
0,VIDEO_23112022162730_1669201050111_EAR.csv,1,0,0.0,0.0
1,VIDEO_23112022162828_1669201108984_EAR.csv,0,2,8.0,0.008888888888888889
2,VIDEO_23112022162928_1669201168113_EAR.csv,0,3,10.0,0.016666666666666666
3,VIDEO_23112022163027_1669201227154_EAR.csv,0,2,7.5,0.008333333333333333
4,VIDEO_23112022163126_1669201286118_EAR.csv,0,9,8.444444444444445,0.042222222222222223
5,VIDEO_23112022163225_1669201345127_EAR.csv,0,25,7.36,0.10222222222222223
6,VIDEO_23112022163324_1669201404148_EAR.csv,0,20,7.45,0.08277777777777778
7,VIDEO_23112022163422_1669201462925_EAR.csv,0,15,7.133333333333334,0.059444444444444446
8,VIDEO_23112022163521_1669201521901_EAR.csv,0,10,6.7,0.03722222222222222
9,VIDEO_23112022163620_1669201580910_EAR.csv,12,25,6.28,0.08722222222222223
10,VIDEO_23112022163720_1669201640107_EAR.csv,0,7,5.714285714285714,0.022222222222222223
11,VIDEO_23112022163819_1669201699200_EAR.csv,0,6,6.833333333333333,0.02277777777777778
12,VIDEO_23112022163918_1669201758227_EAR.csv,0,11,7.0,0.042777777777777776
13,VIDEO_23112022164017_1669201817359_EAR.csv,0,23,6.6521739130434785,0.085
